source_frame,target_frame,source_index,target_index,tick,gap,row_max_certainty,row_min_certainty,target_pred_label,target_pred_name,target_pred_confidence,target_self_nll_loss,target_certainty_score,target_uncertainty_score,attention_peak,attention_entropy
frame_000,frame_019,0,19,30,19,False,False,176,"Saluki, gazelle hound",0.5443214211241456,0.6082153589532657,0.6933525204658508,0.30664747953414917,0.06429886129183954,5.0787696810483975
frame_000,frame_001,0,1,40,1,False,False,427,"barrel, cask",0.9646765251657854,0.035962440919690974,0.9700115323066711,0.029988467693328857,0.09033790301077982,3.7257108374237204
frame_000,frame_002,0,2,40,2,True,False,427,"barrel, cask",0.9834961835913146,0.01664152159642951,0.9839980602264404,0.01600193977355957,0.08498570458176982,3.7696759585425497
frame_000,frame_003,0,3,40,3,False,False,427,"barrel, cask",0.7909713755103226,0.23449349959326637,0.8539729714393616,0.14602702856063843,0.08439021484880853,3.8217083565438026
frame_000,frame_004,0,4,40,4,False,False,427,"barrel, cask",0.8676305686517489,0.14198926707270942,0.890394389629364,0.10960561037063599,0.07116102386211746,3.905228011851796
frame_000,frame_005,0,5,40,5,False,False,427,"barrel, cask",0.4269151663273401,0.8511699591982111,0.6990329027175903,0.30096709728240967,0.08629213253165964,3.9602142816031796
frame_000,frame_006,0,6,40,6,False,False,703,park bench,0.6192450100444903,0.4792542687081296,0.7874075770378113,0.21259242296218872,0.06512220194793096,3.9649625840843434
frame_000,frame_007,0,7,40,7,False,False,703,park bench,0.9129815552287893,0.09103960096934527,0.9291031956672668,0.07089680433273315,0.08379724546950981,3.9459539518192184
frame_000,frame_008,0,8,40,8,False,False,703,park bench,0.6998718311893983,0.35685805900413214,0.7908145189285278,0.20918548107147217,0.07726488765272618,3.946647884974917
frame_000,frame_009,0,9,40,9,False,False,703,park bench,0.5638385913804654,0.5729872539385905,0.7622135281562805,0.23778647184371948,0.08053831054285354,4.010528834559107
frame_000,frame_010,0,10,40,10,False,False,703,park bench,0.38892711902894495,0.944363307598147,0.739278256893158,0.26072174310684204,0.07538471556601763,3.9225830982320375
frame_000,frame_011,0,11,40,11,False,False,222,kuvasz,0.2703176342018784,1.308157588457111,0.6376515626907349,0.36234843730926514,0.07171049853037272,3.9206083313418563
frame_000,frame_012,0,12,40,12,False,False,690,oxcart,0.421658590279765,0.8635593201587799,0.6900156736373901,0.30998432636260986,0.07515689567517209,3.960175025022608
frame_000,frame_013,0,13,40,13,False,False,690,oxcart,0.39483270157266154,0.9292931441219272,0.6700178384780884,0.3299821615219116,0.0759671110536923,3.8750384442654617
frame_000,frame_014,0,14,40,14,False,False,690,oxcart,0.7238691531487176,0.32314463062478005,0.8083404302597046,0.1916595697402954,0.06700943325210516,3.8663754747764956
frame_000,frame_015,0,15,40,15,False,False,843,swing,0.351927220507864,1.04433088468266,0.6886241436004639,0.31137585639953613,0.11041221379678366,3.786482891346707
frame_000,frame_016,0,16,40,16,False,False,222,kuvasz,0.35978977039320925,1.0222353892395075,0.6288051605224609,0.37119483947753906,0.08766008089032032,3.78069130014622
frame_000,frame_017,0,17,40,17,False,False,843,swing,0.465463319442676,0.7647219835594958,0.7372304201126099,0.26276957988739014,0.07716469282493021,3.8298625759856075
frame_000,frame_018,0,18,40,18,False,False,703,park bench,0.34773259659803724,1.05632149515906,0.7380357980728149,0.26196420192718506,0.08150583773035337,3.7858139492639515
frame_000,frame_019,0,19,40,19,False,True,981,"ballplayer, baseball player",0.23748308377089847,1.4376588842719453,0.6011539697647095,0.3988460302352905,0.14191148019209357,3.765868128368922
frame_000,frame_001,0,1,50,1,False,False,427,"barrel, cask",0.9447233653215501,0.056863129453150946,0.9593470096588135,0.04065299034118652,0.06772498167372289,4.4651333031599805
frame_000,frame_002,0,2,50,2,True,False,427,"barrel, cask",0.9619071580828116,0.038837342243176365,0.9688401222229004,0.03115987777709961,0.06454393309135203,4.449896698233361
frame_000,frame_003,0,3,50,3,False,False,427,"barrel, cask",0.5904406334883159,0.5268861844050421,0.7975770831108093,0.20242291688919067,0.0531467757604562,4.4957377000934216
frame_000,frame_004,0,4,50,4,False,False,427,"barrel, cask",0.6555910333947852,0.4222181091511037,0.7877044677734375,0.2122955322265625,0.06911320266585907,4.379541535278565
frame_000,frame_005,0,5,50,5,False,False,703,park bench,0.2513912086280829,1.3807449530950286,0.6522414684295654,0.34775853157043457,0.1355708287969206,4.258776360369728
frame_000,frame_006,0,6,50,6,False,False,703,park bench,0.7032774514778305,0.35200379721180397,0.8025108575820923,0.19748914241790771,0.08921614241136858,4.346555863642876
frame_000,frame_007,0,7,50,7,False,False,703,park bench,0.9541331939073247,0.04695200102423547,0.9567227959632874,0.043277204036712646,0.07604509529051297,4.455080836050712
frame_000,frame_008,0,8,50,8,False,False,703,park bench,0.7722811333204355,0.25840663291619936,0.8384786248207092,0.16152137517929077,0.0753481380206397,4.37420559458244
frame_000,frame_009,0,9,50,9,False,False,703,park bench,0.7165143125825502,0.3333570562224937,0.8198736310005188,0.1801263689994812,0.0853345091814931,4.391185761750887
frame_000,frame_010,0,10,50,10,False,False,427,"barrel, cask",0.42567100101679517,0.8540885291712046,0.789038896560669,0.21096110343933105,0.10959020423557861,4.266412756388563
frame_000,frame_011,0,11,50,11,False,True,427,"barrel, cask",0.22399450373154114,1.496133764340895,0.634406328201294,0.36559367179870605,0.09844566715150253,4.219367515293129
frame_000,frame_012,0,12,50,12,False,False,690,oxcart,0.4809484035543464,0.731995283747902,0.7106359004974365,0.2893640995025635,0.12984244375828755,4.152237671435206
frame_000,frame_013,0,13,50,13,False,False,690,oxcart,0.41621973373445087,0.8765419520801778,0.6644651889801025,0.33553481101989746,0.14353500126034122,4.157673234042781
frame_000,frame_014,0,14,50,14,False,False,690,oxcart,0.7023813674851971,0.35327876394189506,0.8174905776977539,0.1825094223022461,0.15039515751027063,4.181853782607775
frame_000,frame_015,0,15,50,15,False,False,222,kuvasz,0.37394624614705874,0.9836432187768249,0.6630699634552002,0.3369300365447998,0.050799749302343336,4.484413657987332
frame_000,frame_016,0,16,50,16,False,False,222,kuvasz,0.3826220880176469,0.9607074922841763,0.6751923561096191,0.32480764389038086,0.07525310538133513,4.230042578580549
frame_000,frame_017,0,17,50,17,False,False,981,"ballplayer, baseball player",0.3503223073078416,1.0489016702243124,0.6588466763496399,0.3411533236503601,0.0697140567092607,4.351626184711066
frame_000,frame_018,0,18,50,18,False,False,981,"ballplayer, baseball player",0.6193099274988259,0.47914944097311807,0.775102436542511,0.224897563457489,0.07035570365369505,4.289678468076835
frame_000,frame_019,0,19,50,19,False,False,981,"ballplayer, baseball player",0.5930573633686697,0.5224641504829792,0.74164879322052,0.25835120677948,0.057244408376895754,4.314295630229678
frame_001,frame_000,1,0,5,-1,False,False,456,bow,0.43312333593265034,0.8367327510478888,0.6391266584396362,0.36087334156036377,0.032654412046734714,4.978433962574604
frame_001,frame_002,1,2,5,1,False,False,456,bow,0.34248961790837107,1.0715139344155844,0.6339419484138489,0.3660580515861511,0.0343795944712208,5.040460389442311
frame_001,frame_003,1,3,5,2,False,False,876,"tub, vat",0.2894853052241593,1.239650742413994,0.6179662942886353,0.38203370571136475,0.027844493642490135,5.063062524243431
frame_001,frame_004,1,4,5,3,False,False,703,park bench,0.12447271003198798,2.0836687836346623,0.50589919090271,0.49410080909729004,0.026631488856132108,5.040096742452258
frame_001,frame_005,1,5,5,4,False,False,703,park bench,0.1708068641234378,1.767221810358853,0.5286301374435425,0.4713698625564575,0.026136603041614824,5.062439843427299
frame_001,frame_006,1,6,5,5,False,False,703,park bench,0.22499785877332026,1.4916643933860207,0.5607644319534302,0.4392355680465698,0.023535868062322697,5.1325063071498205
frame_001,frame_007,1,7,5,6,False,False,703,park bench,0.19880804362746432,1.6154155246754456,0.5988924503326416,0.4011075496673584,0.02584313816058728,5.125474242644698
frame_001,frame_008,1,8,5,7,True,False,416,"balance beam, beam",0.2845190384197903,1.2569551087802369,0.645402193069458,0.354597806930542,0.030095297373604793,5.100796495041327
frame_001,frame_009,1,9,5,8,False,False,981,"ballplayer, baseball player",0.20703415377156717,1.5748715052612499,0.5838593244552612,0.41614067554473877,0.025932114936124,5.0834041222905615
frame_001,frame_010,1,10,5,9,False,False,416,"balance beam, beam",0.16186603212131184,1.8209862480857568,0.5364500284194946,0.46354997158050537,0.027373451860064995,5.053408324453595
frame_001,frame_011,1,11,5,10,False,False,416,"balance beam, beam",0.13344365491278773,2.014075950812837,0.5108722448348999,0.4891277551651001,0.028062299227814037,5.010364729130616
frame_001,frame_012,1,12,5,11,False,False,345,ox,0.19142987764407085,1.6532337116019704,0.5002516508102417,0.4997483491897583,0.02871292415900925,4.9984781165956
frame_001,frame_013,1,13,5,12,False,True,690,oxcart,0.15665107543315565,1.8537343964102106,0.4997352957725525,0.5002647042274475,0.03233550503543759,4.9946058304728975
frame_001,frame_014,1,14,5,13,False,False,690,oxcart,0.16305512448976886,1.81366694829393,0.5505906939506531,0.4494093060493469,0.031096978406175445,5.012496238681732
frame_001,frame_015,1,15,5,14,False,False,416,"balance beam, beam",0.22170583446314748,1.5064038457772089,0.5605427026748657,0.4394572973251343,0.028111444519435504,5.046948426552835
frame_001,frame_016,1,16,5,15,False,False,981,"ballplayer, baseball player",0.22552440060475004,1.4893269192203746,0.5261799097061157,0.4738200902938843,0.027041403519587493,5.002947735942289
frame_001,frame_017,1,17,5,16,False,False,981,"ballplayer, baseball player",0.36507083837026255,1.0076638665035444,0.6252011060714722,0.37479889392852783,0.026815814711916495,5.052778958923216
frame_001,frame_018,1,18,5,17,False,False,981,"ballplayer, baseball player",0.2817875012678983,1.266602033702402,0.609499454498291,0.390500545501709,0.03007484952077154,5.03354049438251
frame_001,frame_019,1,19,5,18,False,False,981,"ballplayer, baseball player",0.15543259279802593,1.8615431281748402,0.5086660981178284,0.49133390188217163,0.026446560329289322,5.027944641039769
frame_001,frame_000,1,0,10,-1,False,False,427,"barrel, cask",0.5555055482723771,0.5878766820632633,0.75243079662323,0.24756920337677002,0.07658853331994814,4.5147115423092945
frame_001,frame_002,1,2,10,1,False,False,690,oxcart,0.48120132604231425,0.7314695391865027,0.7570929527282715,0.24290704727172852,0.08338155620447708,4.611194136075028
frame_001,frame_003,1,3,10,2,False,False,690,oxcart,0.5536868978859183,0.5911559182724151,0.7869836688041687,0.2130163311958313,0.09116091575361641,4.618250894684018
frame_001,frame_004,1,4,10,3,False,False,703,park bench,0.39546477187635276,0.9276935681149259,0.7133579850196838,0.28664201498031616,0.052677258297272295,4.658840493460567
frame_001,frame_005,1,5,10,4,False,False,703,park bench,0.6270799992971713,0.46668115590260273,0.76422119140625,0.23577880859375,0.04735217645988568,4.750410640438404
frame_001,frame_006,1,6,10,5,False,False,703,park bench,0.7883311436414076,0.23783704434996422,0.8523095846176147,0.14769041538238525,0.040850878455703954,4.745478757358475
frame_001,frame_007,1,7,10,6,True,False,703,park bench,0.7395081918570741,0.301769919330672,0.87115478515625,0.12884521484375,0.05000286164882965,4.683611019507426
frame_001,frame_008,1,8,10,7,False,False,416,"balance beam, beam",0.720351137407092,0.3280164950113815,0.8428562879562378,0.1571437120437622,0.05691057747167427,4.645347583309448
frame_001,frame_009,1,9,10,8,False,False,703,park bench,0.490875779716257,0.7115641776640239,0.7742506265640259,0.22574937343597412,0.050932545917415556,4.710404018330927
frame_001,frame_010,1,10,10,9,False,False,703,park bench,0.42539440696669284,0.8547385240064921,0.6992111802101135,0.3007888197898865,0.07165675639503535,4.651301307940496
frame_001,frame_011,1,11,10,10,False,False,690,oxcart,0.23235334948826275,1.4594960078534722,0.6690607070922852,0.33093929290771484,0.05641417269619917,4.651334506168242
frame_001,frame_012,1,12,10,11,False,False,690,oxcart,0.4837669694199472,0.7261519563491123,0.7841253280639648,0.21587467193603516,0.048210124739568434,4.595866381491488
frame_001,frame_013,1,13,10,12,False,False,690,oxcart,0.5600950417845953,0.5796487921808313,0.8534557819366455,0.1465442180633545,0.06272835837355761,4.472924231744235
frame_001,frame_014,1,14,10,13,False,False,690,oxcart,0.7243847242460452,0.3224326406523659,0.8649649024009705,0.13503509759902954,0.0397829744303645,4.688553872193725
frame_001,frame_015,1,15,10,14,False,False,416,"balance beam, beam",0.40240629916464027,0.9102930063314554,0.7076969146728516,0.29230308532714844,0.052814378421682136,4.681615171187829
frame_001,frame_016,1,16,10,15,False,True,690,oxcart,0.1968575610437108,1.6252748521511713,0.5906793475151062,0.4093206524848938,0.056593619299479786,4.548161367923667
frame_001,frame_017,1,17,10,16,False,False,416,"balance beam, beam",0.5031906537165381,0.6867861474636735,0.759023129940033,0.24097687005996704,0.05064660748735584,4.564021432167424
frame_001,frame_018,1,18,10,17,False,False,416,"balance beam, beam",0.7453845880096326,0.2938549682848457,0.8499241471290588,0.15007585287094116,0.06040308994911052,4.413881764858173
frame_001,frame_019,1,19,10,18,False,False,416,"balance beam, beam",0.3812720147632116,0.9642422090864048,0.6765185594558716,0.3234814405441284,0.068500890069183,4.4875342179388955
frame_001,frame_000,1,0,20,-1,False,False,427,"barrel, cask",0.8954357929792834,0.11044475968420309,0.9076558351516724,0.09234416484832764,0.03424079005138052,5.055408687716696
frame_001,frame_002,1,2,20,1,True,False,427,"barrel, cask",0.9275325115483121,0.07522743223260764,0.9323031306266785,0.06769686937332153,0.02643666430315488,5.174853626254425
frame_001,frame_003,1,3,20,2,False,False,427,"barrel, cask",0.6477663516166937,0.43422521614306797,0.7525835037231445,0.24741649627685547,0.030733028544190757,5.2169275271966775
frame_001,frame_004,1,4,20,3,False,False,427,"barrel, cask",0.6734745306327188,0.39530510027926646,0.7407971620559692,0.25920283794403076,0.027615342397189362,5.250195793728111
frame_001,frame_005,1,5,20,4,False,False,427,"barrel, cask",0.3503245719229348,1.0488952058692702,0.5841547250747681,0.41584527492523193,0.02355678945332979,5.251867429602573
frame_001,frame_006,1,6,20,5,False,False,703,park bench,0.1421939244334909,1.9505634880286338,0.5318683385848999,0.4681316614151001,0.026702258736405155,5.233604998424076
frame_001,frame_007,1,7,20,6,False,False,703,park bench,0.3152200492584619,1.1544843149678234,0.5959129333496094,0.4040870666503906,0.02829486137801796,5.199498356703655
frame_001,frame_008,1,8,20,7,False,False,830,stretcher,0.3415922932660227,1.0741373780188734,0.5705919861793518,0.4294080138206482,0.032364421198945385,5.148946448805509
frame_001,frame_009,1,9,20,8,False,False,830,stretcher,0.21735227110603952,1.5262358725288214,0.536159873008728,0.463840126991272,0.02170260977539159,5.195022421321881
frame_001,frame_010,1,10,20,9,False,False,830,stretcher,0.19433218300851957,1.638186300655938,0.5399535894393921,0.4600464105606079,0.030088596720046188,5.184167379629848
frame_001,frame_011,1,11,20,10,False,False,830,stretcher,0.20984301991346926,1.5613955520217893,0.5314674973487854,0.4685325026512146,0.027420185190073616,5.129936672075765
frame_001,frame_012,1,12,20,11,False,False,690,oxcart,0.37735284050914936,0.9745746127609762,0.6293631792068481,0.37063682079315186,0.029532152795180785,5.1242485656374255
frame_001,frame_013,1,13,20,12,False,False,690,oxcart,0.3725944640656689,0.987264678505086,0.5941082239151001,0.4058917760848999,0.03912685820028156,5.0383796272817705
